design,condition,ai_level,confidence,human_label,n,P_true_airplane,P_true_bear,P_true_bicycle,P_true_bird,P_true_boat,P_true_bottle,P_true_car,P_true_cat,P_true_chair,P_true_clock,P_true_dog,P_true_elephant,P_true_keyboard,P_true_knife,P_true_oven,P_true_truck
sequential,assisted,below human,medium,bicycle,58,0.0158015158015158,0.020377520377520376,0.6707421707421707,0.0045760045760045755,0.03732303732303732,0.021521521521521522,0.0045760045760045755,0.0158015158015158,0.03617903617903618,0.020377520377520376,0.0034320034320034316,0.01808951808951809,0.021521521521521522,0.019233519233519233,0.008008008008008008,0.08243958243958244
sequential,assisted,below human,medium,bird,98,0.02856740782437377,0.07918191199924947,0.06590674547330894,0.49634112018012944,0.018294399099352657,0.04686180692372643,0.02931794727460362,0.030068486724833473,0.02054601745004222,0.02931794727460362,0.022797635800731773,0.022797635800731773,0.02129655690027207,0.05488319729805798,0.030068486724833473,0.0037526972511492634
sequential,assisted,below human,medium,boat,85,0.14085624590333598,0.0346707144582054,0.037430572325525234,0.0165246489805775,0.478766343533308,0.038534515472453165,0.066029599475627,0.005519715734639666,0.015420705833649566,0.03356677131127747,0.003863801014247766,0.025321695932659465,0.005519715734639666,0.03687860075206127,0.03411874288474143,0.02697761065305137
sequential,assisted,below human,medium,bottle,79,0.04082559339525284,0.02435500515995872,0.05069143446852425,0.030299277605779152,0.0052837977296181626,0.43706914344685244,0.0269969040247678,0.02501547987616099,0.04346749226006191,0.038183694530443756,0.02175438596491228,0.004623323013415893,0.1085655314757482,0.05135190918472653,0.054654282765737874,0.03686274509803922
sequential,assisted,below human,medium,car,64,0.05991253644314869,0.02182944606413994,0.020080174927113704,0.018330903790087463,0.04566326530612245,0.0462463556851312,0.5088921282798834,0.01891399416909621,0.009912536443148687,0.00641399416909621,0.011078717201166181,0.030247813411078718,0.04799562682215743,0.024744897959183672,0.008163265306122448,0.12157434402332361
sequential,assisted,below human,medium,cat,53,0.018490754622688656,0.03148425787106447,0.023488255872063966,0.027486256871564217,0.0029985007496251873,0.005997001499250375,0.018490754622688656,0.5772113943028486,0.03798100949525237,0.03698150924537731,0.0849575212393803,0.038980509745127435,0.04847576211894054,0.03798100949525237,0.001999000499750125,0.0069965017491254375
sequential,assisted,below human,medium,chair,90,0.0024543641662831727,0.03505138824973155,0.04080380426445774,0.04264457738917012,0.025003834944009817,0.038119343457585525,0.024390243902439025,0.046326123638594875,0.5148028838778954,0.06458045712532597,0.025003834944009817,0.024390243902439025,0.03259702408344838,0.0262310170271514,0.024390243902439025,0.033210615125019174
sequential,assisted,below human,medium,clock,85,0.015887635275155423,0.03568961547317523,0.005065622841353903,0.015427124107759614,0.033847570803591985,0.028091181211144373,0.02717015887635275,0.04651162790697675,0.0492746949113516,0.533732443011743,0.014966612940363805,0.026249136541561136,0.058254662675569883,0.02717015887635275,0.06493207460280911,0.01772967994473866
sequential,assisted,below human,medium,dog,277,0.029714994902708215,0.08261158636585257,0.05673507379992021,0.04052125349053677,0.029431319533708613,0.06085723150569567,0.04421789814281282,0.09896724435973583,0.032986126501484865,0.05090199902486592,0.2319046141571739,0.05815345064491822,0.033695314923983866,0.06711581933424937,0.02217986791365631,0.06000620539869687
sequential,assisted,below human,medium,elephant,58,0.017426929191635077,0.02916717622599976,0.04170233581998287,0.022318698789287023,0.017426929191635077,0.03289715054420937,0.017426929191635077,0.022318698789287023,0.04072398190045249,0.0299620887856182,0.022318698789287023,0.6017488076311606,0.04738901797725327,0.00489176959765195,0.030940442705148584,0.021340344869756635
sequential,assisted,below human,medium,keyboard,73,0.002577423382062744,0.00322177922757843,0.017679513511336637,0.015102090129273892,0.004510490918609803,0.004510490918609803,0.03084853610406347,0.01896822520236801,0.01639080182030526,0.06262333373605573,0.015746445974789577,0.013169022592726834,0.5999758366557931,0.04530627038782167,0.12174298256211992,0.027626756876485036
sequential,assisted,below human,medium,knife,73,0.02838001793532732,0.017144062879147545,0.0396159729915071,0.03260009495173287,0.020520124492271984,0.03006804874188954,0.004220077016405549,0.03260009495173287,0.05085192804768687,0.042148019201350424,0.04130400379806932,0.016300047475866435,0.06124386770058554,0.5237115577359287,0.045524080814474864,0.013768001266023105
sequential,assisted,below human,medium,oven,87,0.013186494710911462,0.022315606433850166,0.003477756846833792,0.013186494710911462,0.05318069844950007,0.015504999275467323,0.0011592522822779308,0.013186494710911462,0.04637009129111722,0.029271120127517754,0.03202434429792784,0.024634110998406025,0.056658455296333864,0.033763222721344736,0.6174467468482828,0.024634110998406025
sequential,assisted,below human,medium,truck,65,0.037324145851277635,0.028136663795578526,0.01808785529715762,0.015790984783232848,0.0304335343095033,0.0068906115417743325,0.046224519092736144,0.0034453057708871662,0.016939420040195233,0.016939420040195233,0.005742176284811944,0.0304335343095033,0.040482342807924204,0.015790984783232848,0.1731266149870801,0.5142118863049095
sequential,assisted,below human,high,airplane,113,0.9126928196695638,0.0009396288466055908,0.001252838462140788,0.016130295200062643,0.02732753895544593,0.000626419231070394,0.008691566831101715,0.016443504815597837,0.0009396288466055908,0.000313209615535197,0.0015660480776759846,0.000313209615535197,0.0015660480776759846,0.00900477644663691,0.0009396288466055908,0.001252838462140788
sequential,assisted,below human,high,bear,94,0.011090284286160575,0.7806935332708529,0.040362386754139334,0.012089971883786316,0.019181505779443924,0.012089971883786316,0.010590440487347705,0.0019993751952514837,0.011590128084973445,0.0009996875976257418,0.05245235863792565,0.03227116526085598,0.0019993751952514837,0.0004998437988128709,0.0009996875976257418,0.011090284286160575
sequential,assisted,below human,high,bicycle,101,0.000799720097965712,0.001199580146948568,0.9368720947668316,0.001199580146948568,0.001599440195931424,0.009346728644974258,0.019093317338931375,0.001599440195931424,0.002399160293897136,0.001199580146948568,0.01014644874293997,0.001599440195931424,0.009746588693957114,0.000799720097965712,0.001599440195931424,0.000799720097965712
sequential,assisted,below human,high,bird,117,0.009247256071212514,0.002419842710223835,0.024976233687667444,0.8103880390631751,0.025321925503413705,0.023247774608936133,0.01607466943220119,0.008901564255466251,0.01607466943220119,0.007864488808227465,0.0102843315184513,0.03318641431164117,0.001382767262985049,0.008901564255466251,0.0010370754472387865,0.0006913836314925245
sequential,assisted,below human,high,boat,132,0.02894286691755046,0.023280875812521383,0.0013684570646595963,0.015703044816968867,0.8066370167635991,0.00894628806021211,0.010314745124871709,0.008125213821416353,0.00894628806021211,0.029490249743414302,0.0013684570646595963,0.001094765651727677,0.01542935340403695,0.008398905234348272,0.016524119055764626,0.01542935340403695
sequential,assisted,below human,high,bottle,106,0.01053864168618267,0.00195160031225605,0.0117096018735363,0.00078064012490242,0.01014832162373146,0.8329430132708822,0.00117096018735363,0.00312256049960968,0.02849336455893833,0.01092896174863388,0.0117096018735363,0.00117096018735363,0.01873536299765808,0.01834504293520687,0.035909445745511324,0.00234192037470726
sequential,assisted,below human,high,car,115,0.009699336700934428,0.0010328744573374433,0.009957555315268788,0.00025821861433436083,0.018107580330197052,0.002840404757677969,0.8508948888853025,0.0018075303003405258,0.009441118086600067,0.01021577392960315,0.008924680857931345,0.009699336700934428,0.009699336700934428,0.0023239675290092476,0.0018075303003405258,0.05328986653325372
sequential,assisted,below human,high,cat,85,0.011274537858410118,0.005494191037600869,0.0009156985062668116,0.012648085617810334,0.0013735477594002173,0.0004578492531334058,0.0027470955188004346,0.8418130830424083,0.01539518113661077,0.02209122646368683,0.027127568248154297,0.02209122646368683,0.0018313970125336232,0.021175527957420018,0.011732387111543523,0.0018313970125336232
sequential,assisted,below human,high,chair,101,0.00420057757941717,0.0018669233686298534,0.011347393599953327,0.010880662757795864,0.00280038505294478,0.011347393599953327,0.0023336542107873165,0.03932207345176628,0.8279221726320702,0.0018669233686298534,0.018960940462646948,0.0018669233686298534,0.010880662757795864,0.012280855284268253,0.030308334062600275,0.01181412444211079
