run,fold,noise,combiner,weights
R2_brier,1,all,Fh,"[0.8248401168484067, 0.6460432532925637]"
R2_brier,1,all,Frh,"[0.6744876103586805, 0.15107632146402106, 0.6442015611356138]"
R2_brier,2,all,F0,[0.9511120432791829]
R2_brier,2,all,Fr,"[0.7471185775099981, 0.1816111789741342]"
R2_brier,2,all,Fhp,"[0.7663860720013234, 0.46794578793852476]"
R2_brier,2,all,Frhp,"[0.6239900241955973, 0.12229816180944084, 0.4639469642344556]"
R2_brier,2,all,Fh,"[0.8276927402175472, 0.6059430733655236]"
R2_brier,2,all,Frh,"[0.705981396900856, 0.11043775576634345, 0.5915639769179906]"
R2_brier,3,all,F0,[0.9065040294212539]
R2_brier,3,all,Fr,"[0.6760589362747687, 0.20357173786604046]"
R2_brier,3,all,Fhp,"[0.745410422076688, 0.4840489656490632]"
R2_brier,3,all,Frhp,"[0.5958919202134145, 0.18753801977690265, 0.5109435581393669]"
R2_brier,3,all,Fh,"[0.8368548706706189, 0.6538981025260916]"
R2_brier,3,all,Frh,"[0.6822518187827069, 0.1488899671657956, 0.6458699647375332]"
R2_brier,4,all,F0,[0.8969898426164208]
R2_brier,4,all,Fr,"[0.6573950899859187, 0.2162624130104776]"
R2_brier,4,all,Fhp,"[0.783133638923039, 0.4984120963691273]"
R2_brier,4,all,Frhp,"[0.6358915524930417, 0.170276563092495, 0.5189474027082404]"
R2_brier,4,all,Fh,"[0.8253239476541077, 0.669728571542822]"
R2_brier,4,all,Frh,"[0.6722419129694395, 0.13980750722964463, 0.6494487018130976]"
R2_brier,5,all,F0,[0.9103195530370087]
R2_brier,5,all,Fr,"[0.6697823864802257, 0.20945759900734742]"
R2_brier,5,all,Fhp,"[0.7155617136256973, 0.4645312229987004]"
R2_brier,5,all,Frhp,"[0.5792173913249441, 0.13848485887905015, 0.46646016012510794]"
R2_brier,5,all,Fh,"[0.8333455669476026, 0.6520027290072927]"
R2_brier,5,all,Frh,"[0.6862622922992669, 0.1294580723804777, 0.6349069319387864]"
R3_ref_all19,1,all,F0,[0.9978129280450716]
R3_ref_all19,1,all,Fr,"[0.907014814978035, 0.0907410270793336]"
R3_ref_all19,1,all,Fhp,"[0.7840028306037898, 0.49076892032367536]"
R3_ref_all19,1,all,Frhp,"[0.730418328938621, 0.055413590599000584, 0.4891183831755237]"
R3_ref_all19,1,all,Fh,"[0.8730674837180141, 0.5980795581441265]"
R3_ref_all19,1,all,Frh,"[0.8122292347878904, 0.056758788855761556, 0.591814394956495]"
R3_ref_all19,2,all,F0,[0.9978532712643721]
R3_ref_all19,2,all,Fr,"[0.9276170322161427, 0.07019814331235955]"
R3_ref_all19,2,all,Fhp,"[0.7731401911317332, 0.44697419833974045]"
R3_ref_all19,2,all,Frhp,"[0.7461969407449313, 0.026228611277197552, 0.4454531522102078]"
R3_ref_all19,2,all,Fh,"[0.8761677538831194, 0.5572140532044985]"
R3_ref_all19,2,all,Frh,"[0.8420952151594794, 0.03187927436634329, 0.5543716928761312]"
R3_ref_all19,3,all,F0,[0.9978121788133482]
R3_ref_all19,3,all,Fr,"[0.9096644479538316, 0.0862873723215526]"
R3_ref_all19,3,all,Fhp,"[0.7644709539518146, 0.4731244926527326]"
R3_ref_all19,3,all,Frhp,"[0.7286778235224975, 0.03720445794826928, 0.47060317759187253]"
R3_ref_all19,3,all,Fh,"[0.8679124472822825, 0.5811658451868598]"
R3_ref_all19,3,all,Frh,"[0.810923713945902, 0.053075777253153655, 0.5755070452217621]"
R3_ref_all19,4,all,F0,[0.9930861538532155]
R3_ref_all19,4,all,Fr,"[0.8932495607760477, 0.09564747182803973]"
R3_ref_all19,4,all,Fhp,"[0.7805769705637096, 0.47605622835638367]"
R3_ref_all19,4,all,Frhp,"[0.7429044069362105, 0.03866243909468747, 0.4734190555265686]"
R3_ref_all19,4,all,Fh,"[0.8693472437434786, 0.5996858364049625]"
R3_ref_all19,4,all,Frh,"[0.8114120739385748, 0.05416600957551926, 0.5923922792139896]"
R3_ref_all19,5,all,F0,[0.9978125309547645]
R3_ref_all19,5,all,Fr,"[0.9205848196242656, 0.07722736215336864]"
R3_ref_all19,5,all,Fhp,"[0.7612758391007872, 0.44956019875852193]"
R3_ref_all19,5,all,Frhp,"[0.7361774397495493, 0.026401982505310805, 0.44785141515817295]"
R3_ref_all19,5,all,Fh,"[0.8631888091287315, 0.568391749814607]"
R3_ref_all19,5,all,Frh,"[0.8171621245896492, 0.043776677059111334, 0.5643214304292967]"
R4_weights_per_noise,1,80,F0,[0.9966126588060451]
R4_weights_per_noise,1,80,Fr,"[0.7485310575240453, 0.2379075632319306]"
R4_weights_per_noise,1,80,Fhp,"[0.6532960599465009, 0.621386522814641]"
R4_weights_per_noise,1,80,Frhp,"[0.366208632417205, 0.31199684508276737, 0.645194986957697]"
R4_weights_per_noise,1,80,Fh,"[0.8174574424893476, 0.680407051998986]"
R4_weights_per_noise,1,80,Frh,"[0.6015601982892147, 0.20773908008054415, 0.6725149019778083]"
R4_weights_per_noise,1,95,F0,[0.9978128260990118]
R4_weights_per_noise,1,95,Fr,"[0.7653817272307698, 0.22860522569693004]"
R4_weights_per_noise,1,95,Fhp,"[0.727345867891757, 0.5404355561543281]"
R4_weights_per_noise,1,95,Frhp,"[0.5292917208763783, 0.22362619679234813, 0.5551649987055319]"
R4_weights_per_noise,1,95,Fh,"[0.8397284153148228, 0.6272814501150212]"
R4_weights_per_noise,1,95,Frh,"[0.6227383146237092, 0.19263442993930602, 0.6055992084917692]"
R4_weights_per_noise,1,110,F0,[0.9979017201112241]
R4_weights_per_noise,1,110,Fr,"[0.7813119415705221, 0.21650202196047003]"
R4_weights_per_noise,1,110,Fhp,"[0.7815063507203297, 0.4934070988880274]"
R4_weights_per_noise,1,110,Frhp,"[0.6073219293146508, 0.1641009704933225, 0.4878258412790585]"
R4_weights_per_noise,1,110,Fh,"[0.89289904908515, 0.6055895066104238]"
R4_weights_per_noise,1,110,Frh,"[0.6943438749462818, 0.17093099436048004, 0.5697892121960499]"
R4_weights_per_noise,1,125,F0,[0.9902272474707285]
R4_weights_per_noise,1,125,Fr,"[0.7958182045292819, 0.18044555005063032]"
R4_weights_per_noise,1,125,Fhp,"[0.8506387037140911, 0.4078619938670585]"
R4_weights_per_noise,1,125,Frhp,"[0.6581351187855755, 0.1751850131685669, 0.4079428665592354]"
R4_weights_per_noise,1,125,Fh,"[0.9072646778734048, 0.49408864108031314]"
R4_weights_per_noise,1,125,Frh,"[0.7160133810790528, 0.16773648164112676, 0.4761618576075849]"
R4_weights_per_noise,2,80,F0,[0.9978218330565538]
R4_weights_per_noise,2,80,Fr,"[0.7830628458200699, 0.21474927970864222]"
R4_weights_per_noise,2,80,Fhp,"[0.6741744902779638, 0.6016675810009138]"
R4_weights_per_noise,2,80,Frhp,"[0.5249294966518093, 0.18980783674300206, 0.6261793449128339]"
R4_weights_per_noise,2,80,Fh,"[0.8297185747039957, 0.6512168475223866]"
R4_weights_per_noise,2,80,Frh,"[0.6611322637847483, 0.15425706529453936, 0.6414681999222464]"
R4_weights_per_noise,2,95,F0,[0.997827838902053]
R4_weights_per_noise,2,95,Fr,"[0.7881009354039583, 0.20971147697057343]"
R4_weights_per_noise,2,95,Fhp,"[0.7283525458975428, 0.49483652508747566]"
R4_weights_per_noise,2,95,Frhp,"[0.5117050385550321, 0.1809124454491432, 0.4849844346241672]"
R4_weights_per_noise,2,95,Fh,"[0.8256094498431239, 0.5811073085015314]"
R4_weights_per_noise,2,95,Frh,"[0.6399603800001379, 0.1614599476146939, 0.5531542895668127]"
R4_weights_per_noise,2,110,F0,[0.9980364916287354]
R4_weights_per_noise,2,110,Fr,"[0.8070347833421945, 0.19079929292219727]"
R4_weights_per_noise,2,110,Fhp,"[0.757522083576029, 0.452662514731994]"
R4_weights_per_noise,2,110,Frhp,"[0.5768335199543593, 0.1485731357707221, 0.44010135640978354]"
R4_weights_per_noise,2,110,Fh,"[0.8818959233100983, 0.5372393860627592]"
R4_weights_per_noise,2,110,Frh,"[0.7217721196259241, 0.15110626693037693, 0.5204502728849143]"
R4_weights_per_noise,2,125,F0,[0.9978500789990293]
R4_weights_per_noise,2,125,Fr,"[0.8292217133072833, 0.1566380146451294]"
R4_weights_per_noise,2,125,Fhp,"[0.8390553283323303, 0.3659338153660553]"
R4_weights_per_noise,2,125,Frhp,"[0.7197487394984063, 0.10908100091175721, 0.3551085353548289]"
R4_weights_per_noise,2,125,Fh,"[0.9165158115042987, 0.4717978056214759]"
R4_weights_per_noise,2,125,Frh,"[0.7611342438310071, 0.13173466013384766, 0.4467248021815679]"
R4_weights_per_noise,3,80,F0,[0.9914181442538719]
R4_weights_per_noise,3,80,Fr,"[0.7555850391733336, 0.22711234288718482]"
R4_weights_per_noise,3,80,Fhp,"[0.6023050966384146, 0.57675360837524]"
R4_weights_per_noise,3,80,Frhp,"[0.3627786121727703, 0.2908907750262808, 0.6181621475567409]"
R4_weights_per_noise,3,80,Fh,"[0.8123026604861543, 0.6733885560102106]"
R4_weights_per_noise,3,80,Frh,"[0.6052796642082268, 0.19702800258957193, 0.6657687757328541]"
R4_weights_per_noise,3,95,F0,[0.9978121334851682]
R4_weights_per_noise,3,95,Fr,"[0.760425996877393, 0.23160525808346305]"
R4_weights_per_noise,3,95,Fhp,"[0.7137009216461003, 0.5420509750686829]"
R4_weights_per_noise,3,95,Frhp,"[0.5234359703356972, 0.2339420829484236, 0.562073020626204]"
R4_weights_per_noise,3,95,Fh,"[0.8342440898228691, 0.620882667334374]"
R4_weights_per_noise,3,95,Frh,"[0.6284243071114856, 0.2021952664863662, 0.6186697546826703]"
R4_weights_per_noise,3,110,F0,[0.9978196376506165]
R4_weights_per_noise,3,110,Fr,"[0.7725122387176139, 0.22529983664574088]"
R4_weights_per_noise,3,110,Fhp,"[0.7630501212637302, 0.47541892622683735]"
R4_weights_per_noise,3,110,Frhp,"[0.617617378311581, 0.15553509831032222, 0.474954232053304]"
R4_weights_per_noise,3,110,Fh,"[0.8644692298291704, 0.5568189095106569]"
R4_weights_per_noise,3,110,Frh,"[0.6702115089342481, 0.18093425633113702, 0.5323441928722409]"
R4_weights_per_noise,3,125,F0,[0.9978216559690094]
R4_weights_per_noise,3,125,Fr,"[0.8117472332286215, 0.1706463751360719]"
R4_weights_per_noise,3,125,Fhp,"[0.8378515297634687, 0.3872961130716539]"
R4_weights_per_noise,3,125,Frhp,"[0.6893663459931945, 0.136380395929393, 0.38095009865121443]"
R4_weights_per_noise,3,125,Fh,"[0.919401361762517, 0.48268655252412396]"
R4_weights_per_noise,3,125,Frh,"[0.7402111831263475, 0.15150616219164362, 0.46068622753879934]"
R4_weights_per_noise,4,80,F0,[0.9941603188684659]
R4_weights_per_noise,4,80,Fr,"[0.7487726697305049, 0.23062333241442323]"
R4_weights_per_noise,4,80,Fhp,"[0.7988646176753051, 0.6477124303353388]"
R4_weights_per_noise,4,80,Frhp,"[0.6234134800464574, 0.1724278609265843, 0.640099504382701]"
R4_weights_per_noise,4,80,Fh,"[0.8321791660160114, 0.67597003999237]"
R4_weights_per_noise,4,80,Frh,"[0.6586351872532412, 0.14941969539882832, 0.6516742590522491]"
R4_weights_per_noise,4,95,F0,[0.9873035015850871]
R4_weights_per_noise,4,95,Fr,"[0.7422653185189214, 0.23362260579113242]"
R4_weights_per_noise,4,95,Fhp,"[0.8007081670782977, 0.5816419036848828]"
R4_weights_per_noise,4,95,Frhp,"[0.6566833349934929, 0.21997992751695772, 0.6342214394662449]"
R4_weights_per_noise,4,95,Fh,"[0.8322667709121596, 0.6457239530560362]"
R4_weights_per_noise,4,95,Frh,"[0.6296921763793364, 0.17822363303797145, 0.6232563397915044]"
R4_weights_per_noise,4,110,F0,[0.9978144855693467]
R4_weights_per_noise,4,110,Fr,"[0.764855918596443, 0.22305987781186293]"
R4_weights_per_noise,4,110,Fhp,"[0.7686581617068244, 0.4713351418467877]"
R4_weights_per_noise,4,110,Frhp,"[0.6255529512765396, 0.14533460527112757, 0.4690128392014674]"
R4_weights_per_noise,4,110,Fh,"[0.8629612929952469, 0.5843887749893162]"
R4_weights_per_noise,4,110,Frh,"[0.6666825888458259, 0.17480553750629163, 0.5558811033011917]"
R4_weights_per_noise,4,125,F0,[0.9912280623518295]
R4_weights_per_noise,4,125,Fr,"[0.7852201088042209, 0.1881677790370992]"
R4_weights_per_noise,4,125,Fhp,"[0.8353877462619552, 0.3806943852691928]"
R4_weights_per_noise,4,125,Frhp,"[0.6596086308946469, 0.15129971106965573, 0.36634189530587946]"
R4_weights_per_noise,4,125,Fh,"[0.9134788201228556, 0.49607947429517496]"
R4_weights_per_noise,4,125,Frh,"[0.7157168590815695, 0.16684959893531465, 0.46688587641977625]"
R4_weights_per_noise,5,80,F0,[0.9978120918811366]
R4_weights_per_noise,5,80,Fr,"[0.7423369399067257, 0.24405285103824115]"
R4_weights_per_noise,5,80,Fhp,"[0.6610309733491505, 0.6298510381107002]"
R4_weights_per_noise,5,80,Frhp,"[0.47543599482915255, 0.18880771023182147, 0.6200741615262444]"
R4_weights_per_noise,5,80,Fh,"[0.8057884713919184, 0.6682969169187212]"
R4_weights_per_noise,5,80,Frh,"[0.6179031496122875, 0.1728128355429498, 0.6542868186761632]"
R4_weights_per_noise,5,95,F0,[0.9978121337992362]
R4_weights_per_noise,5,95,Fr,"[0.7543180683528681, 0.23911924540779772]"
R4_weights_per_noise,5,95,Fhp,"[0.7349041479280907, 0.5334081262255799]"
R4_weights_per_noise,5,95,Frhp,"[0.5320076712163719, 0.20207956933996168, 0.5306094124281382]"
R4_weights_per_noise,5,95,Fh,"[0.8255839479988816, 0.6198193174887606]"
R4_weights_per_noise,5,95,Frh,"[0.6061416352920717, 0.19167499815190092, 0.5939251014117852]"
R4_weights_per_noise,5,110,F0,[0.9978408225862522]
R4_weights_per_noise,5,110,Fr,"[0.7790652362601234, 0.21874961329252837]"
R4_weights_per_noise,5,110,Fhp,"[0.7831997722130682, 0.45249229541458985]"
R4_weights_per_noise,5,110,Frhp,"[0.634014954834835, 0.16353818014144295, 0.4546048973726671]"
R4_weights_per_noise,5,110,Fh,"[0.874925208378082, 0.5469251950911064]"
R4_weights_per_noise,5,110,Frh,"[0.6888214076305036, 0.17608071400593234, 0.5252302158912355]"
R4_weights_per_noise,5,125,F0,[0.9978158914996703]
R4_weights_per_noise,5,125,Fr,"[0.8260684831608218, 0.15950235459479734]"
R4_weights_per_noise,5,125,Fhp,"[0.8238420468701833, 0.342276679287243]"
R4_weights_per_noise,5,125,Frhp,"[0.6951666467506034, 0.11922197459098029, 0.3332086035949108]"
R4_weights_per_noise,5,125,Fh,"[0.9137964489836942, 0.45907909182422596]"
R4_weights_per_noise,5,125,Frh,"[0.7593535071288959, 0.13700814977073986, 0.4404874480614402]"
R7_alpha1,1,all,F0,[0.9978129280450716]
R7_alpha1,1,all,Fr,"[0.7814012116114659, 0.20909010446387732]"
R7_alpha1,1,all,Fhp,"[0.7739968207064736, 0.5296301267319423]"
R7_alpha1,1,all,Frhp,"[0.5854161344781994, 0.18941216768445346, 0.5325764017647823]"
R7_alpha1,1,all,Fh,"[0.8836243334389804, 0.8521325218973484]"
R7_alpha1,1,all,Frh,"[0.6816823744574616, 0.18668520445476397, 0.8371334809413751]"
R7_alpha1,2,all,F0,[0.9978532712643721]
R7_alpha1,2,all,Fr,"[0.8121933543449096, 0.1856188392485156]"
R7_alpha1,2,all,Fhp,"[0.7575837718365659, 0.48401118070230426]"
R7_alpha1,2,all,Frhp,"[0.6040950204644417, 0.1340094999908474, 0.4718890529002884]"
R7_alpha1,2,all,Fh,"[0.8840430913055902, 0.7967882889807197]"
R7_alpha1,2,all,Frh,"[0.7208358897201659, 0.15055376280013485, 0.7838293378379895]"
R7_alpha1,3,all,F0,[0.9978121788133482]
R7_alpha1,3,all,Fr,"[0.7812806367309646, 0.20678032990943648]"
R7_alpha1,3,all,Fhp,"[0.7484041237633889, 0.5143270540556639]"
R7_alpha1,3,all,Frhp,"[0.5923466433485465, 0.17412769259351252, 0.524716753623383]"
R7_alpha1,3,all,Fh,"[0.879479844799786, 0.8283749619484052]"
R7_alpha1,3,all,Frh,"[0.6818313591548982, 0.18160347872451665, 0.8121592645243929]"
R7_alpha1,4,all,F0,[0.9930861538532155]
R7_alpha1,4,all,Fr,"[0.7654945141514906, 0.21322469446816877]"
R7_alpha1,4,all,Fhp,"[0.7887065338163806, 0.526286442525006]"
R7_alpha1,4,all,Frhp,"[0.6231359888902688, 0.15102537569374208, 0.5165092053581642]"
R7_alpha1,4,all,Fh,"[0.8795339058924689, 0.8481305937682202]"
R7_alpha1,4,all,Frh,"[0.6842624250460556, 0.1756327115701885, 0.8271887045300502]"
R7_alpha1,5,all,F0,[0.9978125309547645]
R7_alpha1,5,all,Fr,"[0.7893482918347907, 0.20415863058301756]"
R7_alpha1,5,all,Fhp,"[0.7473353905289744, 0.4832874734560136]"
R7_alpha1,5,all,Frhp,"[0.587806350484418, 0.14914533092523646, 0.47240496752749783]"
R7_alpha1,5,all,Fh,"[0.8722635578213555, 0.803677585704669]"
R7_alpha1,5,all,Frh,"[0.6878050869667737, 0.16731002447083293, 0.7814116452757845]"
