noise_level,confidence,human_label,n,P_true_airplane,P_true_bear,P_true_bicycle,P_true_bird,P_true_boat,P_true_bottle,P_true_car,P_true_cat,P_true_chair,P_true_clock,P_true_dog,P_true_elephant,P_true_keyboard,P_true_knife,P_true_oven,P_true_truck
95,medium,oven,130,0.000518151494543217,0.00710839081576476,0.0,0.0,0.00710839081576476,0.031542472230318336,0.0002590757472716085,0.0076265423103079755,0.025988535898183233,0.047831859840020724,0.014475857378801128,0.0007772272418148256,0.030506169241231902,0.0168075391042456,0.8007869425823375,0.00866284529939441
95,medium,truck,55,0.02001482579688658,0.0009883864591055103,0.0009883864591055103,0.0,0.03904126513466765,0.0009883864591055103,0.03904126513466765,0.0,0.03508771929824561,0.0029651593773165306,0.0,0.0,0.0,0.0009883864591055103,0.04497158388930072,0.8149246355324932
95,high,airplane,300,0.9788531783408762,0.00013783914172161088,4.594638057387029e-05,0.0033023961037469273,0.007339934296675779,0.0,4.594638057387029e-05,0.0033942888648946677,0.003210503342599187,4.594638057387029e-05,9.189276114774059e-05,0.0,0.0033023961037469273,9.189276114774059e-05,4.594638057387029e-05,9.189276114774059e-05
95,high,bear,155,0.0,0.9539573430001255,0.0,0.00603034551941908,0.0,0.0005471769091344345,0.0,0.018638213467391675,0.0001823923030448115,0.000364784606089623,0.018820605770436486,0.0009119615152240575,0.000364784606089623,0.0,0.0,0.0001823923030448115
95,high,bicycle,252,0.00014014434867913952,0.0038014154579216596,0.9723390091794548,0.0,0.003941559806600798,0.0038014154579216596,7.007217433956976e-05,7.007217433956976e-05,0.011684535071123258,0.0,0.00014014434867913952,0.0038014154579216596,7.007217433956976e-05,7.007217433956976e-05,0.0,7.007217433956976e-05
95,high,bird,218,0.0,0.004541295664011069,0.00445203186717547,0.9717703242507421,0.0,8.92637968355984e-05,8.92637968355984e-05,0.004809087054517863,0.004541295664011069,8.92637968355984e-05,0.004809087054517863,0.004362768070339872,8.92637968355984e-05,0.0,0.0001785275936711968,0.0001785275936711968
95,high,boat,209,0.005318761384335155,0.0045415907710989675,9.714632665452337e-05,0.004735883424408015,0.956114146933819,0.009374620522161507,0.00029143897996357013,9.714632665452337e-05,0.009180327868852459,0.0,0.00019429265330904674,0.00019429265330904674,9.714632665452337e-05,9.714632665452337e-05,0.00019429265330904674,0.00947176684881603
95,high,bottle,150,0.0,0.0003664849512116909,0.0003664849512116909,0.0,0.00018324247560584544,0.9848366851436162,0.00018324247560584544,0.00018324247560584544,0.00639058133675386,0.0,0.00018324247560584544,0.006207338861148015,0.0003664849512116909,0.0,0.0007329699024233818,0.0
95,high,car,298,0.00018165922999193885,0.0,4.5414807497984714e-05,0.0,0.020061991212234752,0.00013624442249395415,0.9215288894944197,0.003320957798290132,0.006732745211576235,0.00368427625827401,0.00018165922999193885,0.003230128183294163,0.003411787413286102,0.00013624442249395415,0.0035026170282820715,0.03384538528787311
95,high,cat,214,0.0,0.014117844552627162,0.00017906104862626602,0.00488500923283532,0.0044373566112696555,8.953052431313301e-05,0.0,0.9479659784007609,0.009053774271165575,8.953052431313301e-05,0.018734262212523084,8.953052431313301e-05,0.0,0.0,0.00017906104862626602,0.00017906104862626602
95,high,chair,163,0.011838997950542534,0.00016645339825015865,0.0003329067965003173,0.0,0.005753045577021108,0.018424310518814435,0.0,0.0003329067965003173,0.9315564433070128,0.006085952373521425,0.011506091154042216,0.000499360194750476,0.006085952373521425,0.000499360194750476,0.00675176596652206,0.00016645339825015865
95,high,clock,215,8.614933988068316e-05,0.0,0.0045013030087656955,0.0045013030087656955,8.614933988068316e-05,0.00017229867976136632,0.0,0.0,0.0,0.9855484482350154,0.0,0.0,0.0002584480196420495,8.614933988068316e-05,0.0047597510284077445,0.0
95,high,dog,206,0.0,0.0626710876354243,0.0003084396807649304,0.009420261916695583,0.00010281322692164347,0.023859094472503888,0.0,0.024681600287877036,0.0004112529076865739,0.00010281322692164347,0.8586767937695184,0.010139954505147089,0.00010281322692164347,0.004607317731426148,0.00010281322692164347,0.004812944185269435
95,high,elephant,246,0.0,0.012722646310432571,0.004134860050890585,0.008190203562340967,0.0038963104325699742,7.951653944020355e-05,0.0,7.951653944020355e-05,0.00023854961832061068,0.0,0.00023854961832061068,0.9704198473282443,0.0,0.0,0.0,0.0
95,high,keyboard,281,0.0,0.00016817498607300896,5.6058328691002995e-05,0.00011211665738200599,5.6058328691002995e-05,0.01464523837052453,5.6058328691002995e-05,0.00011211665738200599,0.007014298377461749,0.0036472950104583825,0.0,0.0,0.9347410981125862,0.00016817498607300896,0.039055136869913146,0.00016817498607300896
95,high,knife,255,6.55278472873519e-05,0.0,6.55278472873519e-05,6.55278472873519e-05,6.55278472873519e-05,0.0,0.0,0.0001310556945747038,0.0001310556945747038,6.55278472873519e-05,0.0,6.55278472873519e-05,0.003886620442231059,0.9953270453903207,6.55278472873519e-05,6.55278472873519e-05
95,high,oven,120,0.0,0.0,0.00029411764705882356,0.0005882352941176471,0.0,0.03235294117647059,0.0,0.0,0.01647058823529412,0.07235294117647059,0.0,0.0,0.0011764705882352942,0.002058823529411765,0.8670588235294118,0.007647058823529412
95,high,truck,217,0.0046676021441613876,0.0,9.393916264978892e-05,0.004385784656212021,0.0048554804694609655,9.393916264978892e-05,0.023338010720806938,0.00447972381886181,0.00447972381886181,0.0,9.393916264978892e-05,0.0,0.00447972381886181,0.004385784656212021,0.013814928107184585,0.9308314203014273
110,low,airplane,58,0.27919181317239566,0.07504591970611388,0.004198373130411965,0.01981107320913146,0.12909997376016794,0.08226187352400945,0.0020991865652059826,0.06979795329309892,0.04067173970086591,0.03542377328785096,0.03542377328785096,0.01876147992652847,0.06559958016268695,0.10718971398583048,0.01771188664392548,0.01771188664392548
110,low,bear,99,0.0008088978766430738,0.5512639029322548,0.05116279069767442,0.05156723963599595,0.0,0.040040444893832156,0.0004044489383215369,0.042467138523761376,0.01314459049544995,0.00910010111223458,0.09929221435793732,0.0903943377148635,0.019009100101112234,0.0008088978766430738,0.009908998988877654,0.02062689585439838
110,low,bicycle,40,0.0029455081001472753,0.06829896907216494,0.4896907216494846,0.031111929307805597,0.026693667157584682,0.06829896907216494,0.0014727540500736377,0.005891016200294551,0.09646539027982327,0.023748159057437407,0.13217967599410899,0.03700294550810014,0.0014727540500736377,0.0029455081001472753,0.005891016200294551,0.005891016200294551
110,low,bird,81,0.011439062279339076,0.13896342324530433,0.06227933907640164,0.44513486795650337,0.013133738172574495,0.015958197994633525,0.0,0.09320717412794803,0.014828414065809913,0.0033893517864708373,0.08741703149272702,0.07428329332015252,0.013133738172574495,0.014263522101398108,0.012568846208162688,0.0
