noise_level,confidence,human_label,n_all_pilot,n_train_min_over_folds,P_true_airplane,P_true_bear,P_true_bicycle,P_true_bird,P_true_boat,P_true_bottle,P_true_car,P_true_cat,P_true_chair,P_true_clock,P_true_dog,P_true_elephant,P_true_keyboard,P_true_knife,P_true_oven,P_true_truck
95,low,chair,20,13,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.08333333333333333,0.027777777777777776,0.1388888888888889,0.2777777777777778,0.027777777777777776,0.027777777777777776,0.05555555555555555,0.027777777777777776,0.05555555555555555,0.1111111111111111,0.027777777777777776
95,low,clock,9,5,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.2,0.12,0.04,0.04,0.04,0.04,0.12,0.04
95,low,dog,18,10,0.029411764705882353,0.08823529411764706,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.058823529411764705,0.029411764705882353,0.14705882352941177,0.029411764705882353,0.029411764705882353,0.3235294117647059,0.058823529411764705,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.029411764705882353
95,low,elephant,10,6,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.38461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464
95,low,keyboard,25,9,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.04878048780487805,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.1951219512195122,0.17073170731707318,0.2926829268292683,0.024390243902439025
95,low,knife,9,4,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.16,0.04,0.04,0.04,0.04,0.28,0.04,0.04
95,low,oven,24,16,0.025,0.025,0.025,0.025,0.025,0.075,0.025,0.025,0.025,0.025,0.025,0.025,0.1,0.05,0.475,0.025
95,low,truck,12,7,0.03571428571428571,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.10714285714285714,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.07142857142857142,0.14285714285714285,0.14285714285714285
95,medium,airplane,15,8,0.5161290322580645,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903
95,medium,bear,30,20,0.021739130434782608,0.5869565217391305,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608
95,medium,bicycle,14,10,0.03333333333333333,0.03333333333333333,0.5,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
95,medium,bird,24,17,0.025,0.05,0.025,0.45,0.05,0.025,0.025,0.025,0.05,0.025,0.075,0.025,0.025,0.025,0.075,0.025
95,medium,boat,23,17,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.5128205128205128,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.07692307692307693
95,medium,bottle,22,13,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.5263157894736842,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.05263157894736842,0.02631578947368421,0.02631578947368421,0.07894736842105263,0.02631578947368421,0.02631578947368421
95,medium,car,13,5,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.3793103448275862,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.06896551724137931,0.06896551724137931
95,medium,cat,27,16,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.627906976744186,0.023255813953488372,0.023255813953488372,0.046511627906976744,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372
95,medium,chair,10,4,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.4230769230769231,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464
95,medium,clock,16,10,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.5,0.03125,0.03125,0.03125,0.0625,0.03125,0.03125
95,medium,dog,17,9,0.030303030303030304,0.06060606060606061,0.030303030303030304,0.09090909090909091,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.3939393939393939,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304
95,medium,elephant,22,14,0.02631578947368421,0.05263157894736842,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.05263157894736842,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.5526315789473685,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421
